batsman,runs,balls,minutes,fours,sixes,strike_rate,inning,series
Kyle Jamieson ,9,28,32,1,0,32.14,New Zealand 2nd Innings,"Bangladesh vs New Zealand, 1st Test at Sylhet, Nov 28 2023, New Zealand tour of Bangladesh"
Ish Sodhi ,22,91,112,2,0,24.17,New Zealand 2nd Innings,"Bangladesh vs New Zealand, 1st Test at Sylhet, Nov 28 2023, New Zealand tour of Bangladesh"
Tim Southee (c),34,24,38,1,2,141.66,New Zealand 2nd Innings,"Bangladesh vs New Zealand, 1st Test at Sylhet, Nov 28 2023, New Zealand tour of Bangladesh"
Ajaz Patel ,0,9,15,0,0,0.00,New Zealand 2nd Innings,"Bangladesh vs New Zealand, 1st Test at Sylhet, Nov 28 2023, New Zealand tour of Bangladesh"
Zak Crawley ,22,37,62,3,0,59.45,England 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Ben Duckett ,41,41,58,3,0,100.00,England 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Moeen Ali ,34,47,100,3,2,72.34,England 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Joe Root ,5,11,12,1,0,45.45,England 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Harry Brook ,85,91,125,11,2,93.40,England 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Ben Stokes (c),3,16,18,0,0,18.75,England 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Jonny Bairstow †,4,14,16,0,0,28.57,England 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Chris Woakes ,36,36,63,4,1,100.00,England 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Mark Wood ,28,29,40,5,0,96.55,England 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Stuart Broad ,7,5,6,1,0,140.00,England 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
James Anderson ,0,3,8,0,0,0.00,England 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Usman Khawaja ,47,157,237,7,0,29.93,Australia 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
David Warner ,24,52,74,3,0,46.15,Australia 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Marnus Labuschagne ,9,82,118,0,0,10.97,Australia 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Steven Smith ,71,123,225,6,0,57.72,Australia 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Travis Head ,4,5,8,1,0,80.00,Australia 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Mitchell Marsh ,16,28,31,1,1,57.14,Australia 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Alex Carey †,10,23,29,1,1,43.47,Australia 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Mitchell Starc ,7,18,24,0,0,38.88,Australia 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Pat Cummins (c),36,86,148,4,0,41.86,Australia 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Todd Murphy ,34,39,54,2,3,87.17,Australia 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Josh Hazlewood ,6,7,10,1,0,85.71,Australia 1st Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Zak Crawley ,73,76,124,9,0,96.05,England 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Ben Duckett ,42,55,82,7,0,76.36,England 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Ben Stokes (c),42,67,101,3,1,62.68,England 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Joe Root ,91,106,174,11,1,85.84,England 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Harry Brook ,7,6,7,0,1,116.66,England 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Jonny Bairstow †,78,103,136,11,0,75.72,England 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Moeen Ali ,29,38,57,4,0,76.31,England 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Chris Woakes ,1,5,8,0,0,20.00,England 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Mark Wood ,9,11,16,1,0,81.81,England 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Stuart Broad ,8,8,28,0,1,100.00,England 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
James Anderson ,8,19,22,2,0,42.10,England 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
David Warner ,60,106,171,9,0,56.60,Australia 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Usman Khawaja ,72,145,184,8,0,49.65,Australia 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Marnus Labuschagne ,13,33,38,2,0,39.39,Australia 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Steven Smith ,54,94,142,9,0,57.44,Australia 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Travis Head ,43,70,107,6,0,61.42,Australia 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Mitchell Marsh ,6,9,9,1,0,66.66,Australia 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Alex Carey †,28,50,83,1,1,56.00,Australia 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Mitchell Starc ,0,2,3,0,0,0.00,Australia 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Pat Cummins (c),9,14,21,1,0,64.28,Australia 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Todd Murphy ,18,39,38,3,0,46.15,Australia 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Josh Hazlewood ,4,8,13,1,0,50.00,Australia 2nd Innings,"England vs Australia, 5th Test at London, Jul 27 2023, The Ashes"
Nishan Madushka ,4,9,13,1,0,44.44,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Dimuth Karunaratne (c),17,37,71,3,0,45.94,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Kusal Mendis ,6,9,16,1,0,66.66,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Angelo Mathews ,9,26,30,1,0,34.61,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Dinesh Chandimal ,34,60,87,4,0,56.66,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Dhananjaya de Silva ,57,68,96,9,1,83.82,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Sadeera Samarawickrama †,0,4,3,0,0,0.00,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Ramesh Mendis ,27,44,65,3,0,61.36,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Prabath Jayasuriya ,1,7,10,0,0,14.28,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Asitha Fernando ,8,24,32,2,0,33.33,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Dilshan Madushanka ,0,5,9,0,0,0.00,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Abdullah Shafique ,201,326,512,19,4,61.65,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Imam-ul-Haq ,6,6,14,1,0,100.00,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Shan Masood ,51,47,87,4,1,108.51,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Babar Azam (c),39,75,125,4,1,52.00,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Saud Shakeel ,57,110,126,6,0,51.81,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Sarfaraz Ahmed †,14,22,26,3,0,63.63,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Agha Salman ,132,154,208,15,1,85.71,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Mohammad Rizwan ,50,67,90,4,1,74.62,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Nishan Madushka ,33,72,86,4,1,45.83,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Dimuth Karunaratne (c),41,61,115,6,0,67.21,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Kusal Mendis ,14,35,46,2,0,40.00,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Angelo Mathews ,63,127,197,7,2,49.60,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Dinesh Chandimal ,1,11,14,0,0,9.09,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Dhananjaya de Silva ,10,38,58,2,0,26.31,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Sadeera Samarawickrama †,5,11,14,1,0,45.45,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Ramesh Mendis ,16,42,65,2,0,38.09,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Prabath Jayasuriya ,0,4,7,0,0,0.00,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Asitha Fernando ,0,2,5,0,0,0.00,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Dilshan Madushanka ,0,3,2,0,0,0.00,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 2nd Test at Colombo, Jul 24 2023, Pakistan tour of Sri Lanka"
Nishan Madushka ,4,9,11,0,0,44.44,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Dimuth Karunaratne (c),29,43,69,6,0,67.44,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Kusal Mendis ,12,14,19,3,0,85.71,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Angelo Mathews ,64,109,172,9,0,58.71,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Dinesh Chandimal ,1,6,5,0,0,16.66,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Dhananjaya de Silva ,122,214,297,12,3,57.00,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Sadeera Samarawickrama †,36,57,68,5,0,63.15,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Ramesh Mendis ,5,40,46,1,0,12.50,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Prabath Jayasuriya ,4,29,46,0,0,13.79,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Kasun Rajitha ,8,24,39,1,0,33.33,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Vishwa Fernando ,21,28,32,2,1,75.00,Sri Lanka 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Abdullah Shafique ,19,28,57,3,0,67.85,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Imam-ul-Haq ,1,10,13,0,0,10.00,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Shan Masood ,39,30,54,5,1,130.00,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Babar Azam (c),13,16,19,2,0,81.25,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Saud Shakeel ,208,361,491,19,0,57.61,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Sarfaraz Ahmed †,17,15,23,3,0,113.33,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Agha Salman ,83,113,159,9,1,73.45,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Noman Ali ,25,57,74,4,0,43.85,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Shaheen Shah Afridi ,9,14,16,2,0,64.28,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Naseem Shah ,6,78,175,1,0,7.69,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Abrar Ahmed ,10,12,18,1,1,83.33,Pakistan 1st Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Nishan Madushka ,52,115,156,7,1,45.21,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Dimuth Karunaratne (c),20,27,52,4,0,74.07,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Kusal Mendis ,18,45,53,2,0,40.00,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Angelo Mathews ,7,21,26,1,0,33.33,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Dinesh Chandimal ,28,64,82,3,0,43.75,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Dhananjaya de Silva ,82,118,186,10,2,69.49,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Sadeera Samarawickrama †,11,11,9,2,0,100.00,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Ramesh Mendis ,42,79,94,3,1,53.16,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Prabath Jayasuriya ,10,11,19,2,0,90.90,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Vishwa Fernando ,0,6,8,0,0,0.00,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Kasun Rajitha ,5,3,3,1,0,166.66,Sri Lanka 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Abdullah Shafique ,8,18,27,1,0,44.44,Pakistan 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Imam-ul-Haq ,50,84,140,4,1,59.52,Pakistan 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Shan Masood ,7,11,15,1,0,63.63,Pakistan 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Noman Ali ,0,7,7,0,0,0.00,Pakistan 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Babar Azam (c),24,28,34,5,0,85.71,Pakistan 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Saud Shakeel ,30,38,36,6,0,78.94,Pakistan 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Sarfaraz Ahmed †,1,10,12,0,0,10.00,Pakistan 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Agha Salman ,6,1,1,0,1,600.00,Pakistan 2nd Innings,"Sri Lanka vs Pakistan, 1st Test at Galle, Jul 16 2023, Pakistan tour of Sri Lanka"
Kraigg Brathwaite (c),20,46,70,3,0,43.47,West Indies 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Tagenarine Chanderpaul ,12,44,54,0,0,27.27,West Indies 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Raymon Reifer ,2,18,31,0,0,11.11,West Indies 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Jermaine Blackwood ,14,34,44,1,0,41.17,West Indies 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Alick Athanaze ,47,99,135,6,1,47.47,West Indies 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Joshua Da Silva †,2,13,14,0,0,15.38,West Indies 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Jason Holder ,18,61,62,1,0,29.50,West Indies 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Alzarri Joseph ,4,11,13,1,0,36.36,West Indies 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Rahkeem Cornwall ,19,34,45,3,0,55.88,West Indies 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Kemar Roach ,1,16,21,0,0,6.25,West Indies 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Jomel Warrican ,1,13,11,0,0,7.69,West Indies 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Yashasvi Jaiswal ,171,387,501,16,1,44.18,India 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Rohit Sharma (c),103,221,303,10,2,46.60,India 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Shubman Gill ,6,11,12,1,0,54.54,India 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Virat Kohli ,76,182,262,5,0,41.75,India 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Ajinkya Rahane ,3,11,12,0,0,27.27,India 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Ravindra Jadeja ,37,82,87,3,1,45.12,India 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Ishan Kishan †,1,20,24,0,0,5.00,India 1st Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Kraigg Brathwaite (c),7,47,60,0,0,14.89,West Indies 2nd Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Tagenarine Chanderpaul ,7,28,37,1,0,25.00,West Indies 2nd Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Raymon Reifer ,11,41,39,2,0,26.82,West Indies 2nd Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Jermaine Blackwood ,5,8,11,0,0,62.50,West Indies 2nd Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Alick Athanaze ,28,44,63,5,0,63.63,West Indies 2nd Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Joshua Da Silva †,13,27,26,1,0,48.14,West Indies 2nd Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Jason Holder ,20,50,87,0,1,40.00,West Indies 2nd Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Alzarri Joseph ,13,23,19,0,1,56.52,West Indies 2nd Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Rahkeem Cornwall ,4,14,15,1,0,28.57,West Indies 2nd Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Kemar Roach ,0,3,3,0,0,0.00,West Indies 2nd Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
Jomel Warrican ,18,18,14,3,0,100.00,West Indies 2nd Innings,"West Indies vs India, 1st Test at Roseau, Jul 12 2023, India tour of West Indies and United States of America"
David Warner ,4,5,3,1,0,80.00,Australia 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Usman Khawaja ,13,37,60,2,0,35.13,Australia 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Marnus Labuschagne ,21,58,84,4,0,36.20,Australia 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Steven Smith ,22,31,52,1,1,70.96,Australia 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Travis Head ,39,74,153,5,0,52.70,Australia 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Mitchell Marsh ,118,118,120,17,4,100.00,Australia 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Alex Carey †,8,16,32,1,0,50.00,Australia 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Mitchell Starc ,2,10,7,0,0,20.00,Australia 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Pat Cummins (c),0,2,2,0,0,0.00,Australia 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Todd Murphy ,13,12,21,3,0,108.33,Australia 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Scott Boland ,0,4,10,0,0,0.00,Australia 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Zak Crawley ,33,39,65,3,0,84.61,England 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Ben Duckett ,2,6,15,0,0,33.33,England 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Harry Brook ,3,11,9,0,0,27.27,England 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Joe Root ,19,45,66,2,0,42.22,England 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Jonny Bairstow †,12,37,51,2,0,32.43,England 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Ben Stokes (c),80,108,166,6,5,74.07,England 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Moeen Ali ,21,46,69,2,0,45.65,England 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Chris Woakes ,10,10,16,0,1,100.00,England 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Mark Wood ,24,8,8,1,3,300.00,England 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Stuart Broad ,7,8,21,1,0,87.50,England 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Ollie Robinson ,5,6,22,1,0,83.33,England 1st Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Usman Khawaja ,43,96,159,3,0,44.79,Australia 2nd Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
David Warner ,1,5,13,0,0,20.00,Australia 2nd Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Marnus Labuschagne ,33,77,102,5,0,42.85,Australia 2nd Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Steven Smith ,2,9,13,0,0,22.22,Australia 2nd Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Travis Head ,77,112,201,7,3,68.75,Australia 2nd Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
Mitchell Marsh ,28,52,65,5,0,53.84,Australia 2nd Innings,"England vs Australia, 3rd Test at Leeds, Jul 06 2023, The Ashes"
